YEAR,ORIGIN_NAME,RUN_TYPE_NAME,SPECIES_NAME,RETURNS_FORECASTS_STOCK_NAME,IS_UPRIVER,FISH_ORIGIN_NAME,FIN_CLIP_NAME,COUNT,RETURNS_FORECASTS_COUNT_TYPE_NAME,RETURNS_FORECASTS_SOURCE_NAME,COMMENT,CREATED_BY,CREATED_DATETIME,LAST_MODIFIED_DATETIME,LAST_MODIFIED_BY
1992,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,11000,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,80,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,11000,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,53000,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,154,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,27500,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,40300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,66,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,30400,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,23300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,21,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,7800,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,20700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,6600,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,61200,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,13700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,164900,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,600,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,18300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,110300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,600,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,14300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,126800,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,2100,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,33000,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,431300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1900,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,28800,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,134500,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1250,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,44600,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,282500,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1200,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,63400,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,285500,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1800,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,106700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,41700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,2100,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,57800,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,1000,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,137900,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1400,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,54200,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,4000,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,50,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,72600,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,600,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,25700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,50,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,100,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,74500,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,200,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,18300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,1300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,201800,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,2300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
